Comments,Immigrant_author,Supports,postedDate
I strongly oppose this Rule. I do support the initiative to allow spouses of H1-B workers to work but this rule would have no labor protection for the jobs these H4 holders would acquire. Why not propose a separate CAP exempt visa to the H4 holders so that the job positions they take up require labor certification ensuring that they are offered fair wages and that no qualified American workers are surpassed for these jobs. The H1-B workers are subjected to these requirements so should their spouses. This seems to be an easy way out for those on H4 who are unwilling to make an effort to obtain an H1B visa to procure any job (beneath or outside of their skills) exposing them to abuse by employers and creating an enormous job glut that will invariably lead to falling wages. ,0,0,2014-06-10T00:00:00-04:00
"I completely oppose this proposed rule. Here are my reasons for it

1) This will bring down the already low wages being paid for H1B employees as a lot of dependents on H4 will be ready to work for low wages since they are not the primary source of income in the family.

2) Everyone coming from India have a bachelor's degree. That doesn't mean they are all highly skilled labor. This is due to the fact that countless colleges open up every year in India that offer these degrees. 

3) EAD is already given to the dependents  when I485 becomes current irrespective of being highly skilled or not.

",0,0,2014-07-01T00:00:00-04:00
"Hello,

I applaud this proposal by USCIS as this has been much needed regulation for non-immigrants who come here and their spouse are unable to work due to the restriction on H-4 visa. H1B workers are a pillar of America's high-tech economy, heavily relied on to bridge the gap between the short supply and high demand for top-flight technical talent. This is going to help H1-b household and will help improve American economy in a number of ways. 

First and foremost it will provide much needed talent in the fields of STEM to small and large corporations. 
Secondly, with dual income non-immigrant who are waiting for Permanent Residence can comfortably spend more and also think about buying big ticket items like home purchase, new car etc. helping American economy by the rising consumer spending in this group. Further more there have been number of studies that suggest that over time bringing high skilled workers will create more jobs for American economy. 
Third, It will add to the tax revenue generated from H-4 employment. Some of them from STEM field tend to make more than the national average salary adding more to the tax revenue generated through immigrants. 

There are some immigrants who would like to open businesses and employ american workers for their businesses once they achieve their Green card status but providing dual income can help make that plan a reality. 

I AM TOTALLY IN SUPPORT OF THIS REGULATION. A much needed step in the right direction.

Thanks.

",0,0,2014-05-21T00:00:00-04:00
This would be a dream come true for lot of aspiring H4 visa holders who were restricted from work just because of their visa status. I really welcome this change,0,0,2014-05-18T00:00:00-04:00
"I understand that USCIS is trying to help H1 B spouses to attain employment, but have ignored the spouses of permanent residents totally.  They have to wait for years to even come into this country forget getting to work.   I thought the order of preference would be citizens, permanent residents and then legal immigrants.  But so far spouses on L1 and H1 are able to 
live with their spouses and now also work.  But spouses of permanent residents have to wait for years (if they got married after spouse gets green card).    USCIS has to do something for spouses of permanent residents before providing more benefits for spouses of H1 / L1 holders.   ",0,0,2014-05-13T00:00:00-04:00
"Dear DHS Committee,

I have a Master’s degree in Computer Science and graduated in 2010. I work at a Fortune 500 company. I am also pursuing part-time MBA to further my knowledge, skills and advance my career.

My wife, on the other hand, finished her Master’s degree in Healthcare Administration in 2011. Due to some personal reason, she had to finish her graduate studies and leave for her home country. She couldn't re-enter U.S.A. on her student visa since she had completed her studies. We were blessed with baby boy in Mar. 2012, in our home country.

My wife and son applied for dependent visa in 2012. The visa (H4) was granted and they were back in U.S.A. in Sep. 2012. My wife, all these years has been a homemaker, without a job. She is ready to join the workforce, but because of her dependent status, she can't. 

I would like to point out again that my wife has a graduate degree in Healthcare, granted by a US institution. She also had the skills and experiences that are desired in this society. She can contribute to the society, by joining the workforce and by contributing taxes. With more income, we could become a first generation home-owner. 

If I may, I would suggest granting an immediate employment authorization, rather than waiting for approved I-140, to spouses who have pursued degree from US institutions and who are on dependent status.

I applaud the initiative, taken by DHS in considering the quandary that skilled H1B holders and their dependent face. I approve of this decision to extend employment authorization to spouses of H1B holders. This symbiotic initiative should attract talented individuals across the globe and will enable U.S.A to remain competitive in the coming century. 

Thank you for considering my comments.
",0,0,2014-07-14T00:00:00-04:00
"This is a very important decision to be made towards building next generation immigration system!! Its hugely benefitial for American economy... How? Here is how ... 

1. I am holding of making the 2nd child because my spouse doesn't have the job giving the necessary salary based upon her skillset. 

2. The reason why employer doesn't give enough salary because they gave the reason of Expenses occurring for sponsoring H1-B visa for H-4 candidates and talking about risks involved. The legal and sponsorship expenses are @ $3000 to $4000 but employer while offering the salary for H4 candidate for new H1-B sponsorship is lower by almost $10K-20K per year less than what an EAD candidate will get.

3. Even though somehow H4 Spouses get  H1-B sponsorship sometimes due to family reasons they have to take break from the job by coming back on H4 status and stay home and resume the job once the family priorities are met. Its always tough to get back new H1-B sponsorship, NO MATTER how good skillset you have for the job.

4. Spouse having good skillset which help American companies to get to the next level of their technology always struggles getting into the start up companies to contribute because almost all startups don't have a capital to sponsor H1-B and they don't want to go through messed up Immigration Systems sometimes. 

5. You make the life easier for H4 people to secure them jobs where their skillset matches, they start living a better life and contribute to US Economy. If my spouse would have had EAD by now I would have had a second child which would have been going to some day care or use a nanny service giving other people for an opportunity to earn the job as well. 

6. Bottom line is we earn more money we spend more money by living better and better life!

AC21 is the BEST provision in modern Immigration System of USA. and I have no doubt in my mind that provisioning EAD for those segment of the spouses would help grow American Economy more. ",0,0,2014-05-20T00:00:00-04:00
"This is a great rule and will result in a win-win situation to both the immigrants(H4 & H1B visa holders) and also the US govt for the following reasons.
1) This rule results in more tax payers to the US govt if dependents on an H4 visa can also work.
2) It will also fill in the need for workforce for the industry since most of the dependents are also themselves highly skilled    labour.
3) Also any family or individuals who are on path to lawful permanent residence will eventually work anyway (after obtaining PR), so why not put them to work and boost the countries tax revenues and income right away.
4) Of course the obvious benefit for the immigrant/s would be that  this would relieve financial burden on the primary H1B petetioner ",0,0,2014-06-18T00:00:00-04:00
"I've completed my Masters in Computer Science from India and on a H4B VISA status in the US. Due to lack of opportunity to work in the US, I'm not able to contribute to the society with my skills in various fields of programming and database. Once this rule is implemented, I would be able to work with valid status and can add value to the growing software companies in the US.",0,0,2014-07-14T00:00:00-04:00
"I am a H1 holder and waiting for my Green Card . It is long wait for us. My dependent is highly qualified and has experience. It is highly frustrating for her to sit at home doing nothing. Please Bring this proposed law into action. 

Advantages :
1) By passing this law US industry can tap into new pool of high qualified individuals. 
2) Prevents reverse brain drain. Many qualified people are going back cause of long wait time for GC and no work visa for there dependents
3) H4 dependents will have the right pursue there passion and be value add to the country.
4) Increase in purchasing power of this family.
5) Will result in increase of employment for service industry like
day care and restaurants. 

USA is country which believes in freedom of choice and expression and hence by passing this law you would be standing for spirit of the constitution . H4 should get choice to work and showcase there ability to the world. H4 work visa will bring in a new flow on  entrepreneur .",0,0,2014-05-15T00:00:00-04:00
"Innovation by motivation is what keeps a country strong and healthy, motivation comes from competition. There are great products and innovators in the highly skilled market as evident in Silicon Valley. If we see highly skilled jobs at Google, Facebook, Microsoft, Apple, etc. the presence of foreign nationals is apparent. More highly skilled foreign nationals not only bring skill, but also will sow the seed for innovation through their off springs.

The proposed rule of giving EAD to spouses earlier than the anticipated priority date, does not take away jobs. It will in fact create an opportunity for companies to seek professionals here in the USA, than try to bring new non-immigrants. Companies finding help easier creates more jobs and healthy competition.

My wife, holds a Master's degree from my home country, came to USA in 2008 on H4 dependent visa and her career is placed on hold until she obtains an EAD after I-485. I see better opportunities in my home country for both myself and my wife that are lucrative both personally and professionally. However, I am still staying here in the USA because I called this my home a decade ago.

I thank whoever proposed this rule and urge the policy makers to decide correctly, i.e. to approve this rule change.",0,0,2014-05-20T00:00:00-04:00
"What about the spouses who are TD visa (dependents of TN Visa holders) who have an approved I-140.
",0,0,2014-05-13T00:00:00-04:00
"Spouses on a H1 should be allowed to work and given the same fair play as any individual qualified to work. Many of the spouses are extremely qualified and it is a waste of talent and skills to have them not be able to work.

This will only help the US economy and will not force H1 holders to make career growth decision vs. in many cases having to wait for employment authorization for their spouse.

As a care-giver who wants to take a break to provide for their children, many H1 holders cannot take that option as going to be a dependant may only be a H4 limiting them in the future.

Most of the H4 holders are women and allowing for H4 women to work, will only give them the equal right to work promoting more very qualified women in the workforce.",0,0,2014-05-13T00:00:00-04:00
"I think DHS/ USCIS is unaware of the fact that except for masters candidates that work really hard, and H1b candidates that come from abroad, there are small consulting companies that have started just 4 years ago...or more recent than that, and are trying to manipulate the system by applying H4 to H1b. Since this is not possible now because of employer-employee relation, it is harder for H4 spouses. Thats why so much noise is being created and the Govt has reacted by enforcing this proposed rule. If people are so talented, they should be ready to go to school and get that hard earned H1b visa. 100000 H4 spouses multiplied by 40000$ is about 4 billion dollars revenue for educational institutes. Not many spouses were ready to spend that money/already had masters/directly wanted to work. These are the H4s complaining. If this rule is proposed, there wont be any applications for F1 by international students/H4 to F1 by really talented spouses of H1bs. People will only try to get H1bs. DO NOT make the immigration so easy. Make it fair and loyal to highly talented individuals who are interested in achieving things on their own. If you see, most of the comments here is that their families are in financial crisis. Getting about 5k and crisis? Really? It is a huge money when translated to any developing nation currency. People just want to make money. What about so many American population that have only 1 job? Are they not in crisis? Pull up your socks, convert to F1,spend that money to school, get degrees and apply for H1bs. ",0,0,2014-05-14T00:00:00-04:00
"EAD for H4s is a very good initiative. However care should be taken that EAD should be permitted only to spouses who has a current job offer and is qualified to perform the job with valid experience needed for the job. During the 2007 fiasco where people who had an opportunity to file for I-485 and got EADs for spouses, there were a number of made up resumes that floated around and most of them now have jobs, which otherwise should belong to qualified people who go to schools, earn their degree and are being truthful. Ofcourse it becomes the responsibility of the employer who employs such people. But restricting EADs to spouses who have has an employment offer will make it fair for righteous folks. And if the spouse is really qualified to get an employment, they shouldnt fear this restriction.(I am proposing this just like how current TN visa rules work)

EAD for H4 rule will also prevent multiple Green cards per family. Most people who obtain a H1, will seek GC since it will allow them to stay beyond 6 years. May be it will reduce the backlog too.

I would like to know, if there could be any rule that could help children of legal immigrants who are in line for several years for Green card. My son came here when he was 6 years old. He is in moving high school soon and we are still on work visas, and I am afraid that he will have to follow the same route that we have taken despite of going to school from grade 1 here in USA. He is a gifted child and his scholarship/intern opportunities might get affected since he is not eligible due to immigration. Could this EAD be extended for children too?",0,0,2014-05-18T00:00:00-04:00
"This rule should be passed urgently. My wife is qualified with a Masters from a US university and just because she doesn't have employment authorization under H4 visa, she has been undergoing the mental anguish of getting rejected during job interviews. She has been told several times that its her Visa status that was the only reason. It's a unfortunate that we have such restrictions even for qualified individuals.",0,0,2014-05-14T00:00:00-04:00
"I have been on H1 for the last 5 years. Since my wedding 4 years back, my spouse (who has a Masters degree already) attended another Masters course and completed it. She has been on H4 for 3 years and inspite of being educated and skilled cannot get employment due to visa requirements. In today's expensive day and age, it has become very important for both persons in a young couple to work for financial security and to be able to lead a comfortable life. The green card process, especially for people of Indian origin, is hugely back logged and it completely unpredictable. This unpredictability is making living and working in the US a bane for skilled professionals.
This is a great step which will allow spouses of H1B holders (whose companies have already proved their need via the approved i140s) to gain some experience through employment in the time gap between approval of i140 and getting a green card.
This is a great move, and we are eagerly waiting for it to be implemented. ",0,0,2014-05-16T00:00:00-04:00
"Please do not implement this change!I am convinced that too many U.S.citizens and legal immigrants are having problems finding jobs,per the bureau of labor statistics and various job fairs that have five or more workers applying for one job.",0,0,2014-06-03T00:00:00-04:00
Please pass the rule DHS Docket No. USCIS-2010-0017 that will allow the spouses of H1B visa holders to work. These individuals have been legally living in USA and paying taxes. Many of them also have higher degrees in STEM and other fields. Their experience and skills will highly benefit American businesses and America in general. Also with the opportunity to work they will be paying higher taxes and making investments. This will also discourage them and their highly skilled spouse from leaving the country for their home country or other countries with better rules on work permits.,0,0,2014-05-13T00:00:00-04:00
"Great.  An end-run around the legislative branch to ram through another gift to the H1B-abusing tech sector.  So another 100,000 American workers (all over 40) will be laid-off, after having to train the H4 spouses of H1B slaves.  How about a rule creating 100,000 jobs for AMERICANS who have been displaced by the disgraceful, scamming, H1B and now H4 programs.  This rule is anti-American and a travesty.       ",0,0,2014-05-20T00:00:00-04:00
"If all those jobs are going to go to illegals and legal immigrants, then where in hell are Americans supposed to get work? Americans are supposed to come first here in America. If there are jobs left over then the LEGAL immigrants can get a job. When are you people going to start doing your jobs and work for Americans, not illegals and legal immigrants? I have no problem with LEGALS, but there are only enough jobs to go around.",0,0,2014-05-14T00:00:00-04:00
"I'm currently h1b visa holder. I really appreciate this administration's move, which is another manifestation of those american principles in our american dreams.   
I also hope the prospect benefit can be extended to O-3 visa holder, who are in a similar situation with h-4 holders.

",0,0,2014-05-28T00:00:00-04:00
I support this rule.There are lot of well qualified professionals who are unable to pursue their career just because they are on a particular type of visa. My Wife is as qualified as me but she is unable to pursue her career because of her H4 status.,0,0,2014-05-13T00:00:00-04:00
"I strongly support and request to pass this bill which is beneficial for both the US economy and for the H4 visa holders.  I am a post graduate in Engineering and stood among the top scored 5% in the class. Now I am on H4 visa, sitting at home at this age cooking, cleaning, being a maid to my family and wasting the knowledge and education I earned. I feel like a bird whose wings are tied. I worked hard and pursed my education like every other woman in hope of a bright future and to be independent. The H4 dependent visa gives one a slave status which is inhumane and not what the country promises by calling itself a land of opportunity, equality and freedom. The need for a high wage is not what H4 visa holders dream off, it is an opportunity to work and make use of their education and time that matters to them the most.  Please treat us as humans who have dreams and pass this bill at the earliest.  Also, this bill will boost the US economy with more tax collections and will minimize the need for outsourcing jobs.",0,0,2014-07-14T00:00:00-04:00
"I strongly oppose EAD for H4 holders on just having I-140 approved for the spouse in current form due to following reasons: 

1. Typically when a person under any visa category is allowed to work he has to undergo stringent labor certification process. This ensures that none of the local labor is affected first before considering foreign labor for the jobs. But EAD for H4 visa holders voids this practice and thereby creating unemployment due to flood of excessive labor with proper investigation of the labor market. 

2. Getting I-140 approved is quite an easy process. Granting EAD is almost same as doubling H1B quota. You should add further requirements such minimum 3 years on H1B or something to control the queue. Remember US economy is just recovering. Most of the H4 holders household income is much higher than average American since H1B workers are typically highly skilled. SO they need not really get into work force immediately. Granting EAD for H4 working without first taking care of the citizens exacerbates the current employment situation.",0,0,2014-05-21T00:00:00-04:00
"This is a very good step taken by the US govt. Many talented dependents are sitting at home. Allowing the H4 holders to work will not only help lessen the burden on H1B visa but also increase the working force for the US. Just one concern instead of allowing to only who have filled for permanent residency, it should be allowed for all. As in case of L2 there is no such condition, then why on H4 cases? H1B visa holders who din't file for permanent residency yet will have to wait for couple of years for H4 visa holder to work. Most of the people who wants to work file H1B in the next coming cycle so same issue the burden on H1B will have very little effect.  ",0,0,2014-05-15T00:00:00-04:00
"I can say this a brilliant decision and I strongly support this rule. There were so many H4 visa holders who were with greater technical skills and could not work because of the restriction. This rule will definitely  cheer up the H4 visa holders and fills in more confidence in their lives and at the same time will retain the H1 visa holder. 
Also this helps in US economy boost.",0,0,2014-06-05T00:00:00-04:00
"I fully support this rule. I have been in U.S. for about 10 years, and I got two master's degree: master of science and master of probability and statistics in a university in U.S.

When I graduated from the university, my first baby was born. She was so delicate that I decided to spend full time to take care of her as my husband is working. Now my baby has grown up and I finally have the time to pursue my own career as I have always dreamed about. However, my H4 visa turns my dream to void. I studied very hard in school, but now I cannot contribute my value back to the society, this is a great waste.

We studied here, lived here, paid our tax here, but we do not share equal rights as similar visa holders such as L1 and J1. We lived so many years in U.S. because we belive U.S. is a country of freedom, equity, diversity and inclusiveness. Everyone should achieve his dream and prove his value through hard working and honesty.

This new rule will give the H visa holders same privilege as similar visa holders such as L and J, and will provide a fair opportunity for H visa holders to achieve their American dream. ",0,0,2014-07-13T00:00:00-04:00
"This is an excellent idea. 
H4 dependent spouses should have the option and freedom to work like any other US citizen. This will make the US labor pool more competitive and resilient as opposed to protecting jobs by barring a section of society from working.
Also the fact that the H1B holder has initiated a process of seeking lawful permanent resident status through employment indicates this will be a long term addition to the US labor force with meaningful economic contributions. ",0,0,2014-05-19T00:00:00-04:00
"I support the Employment Authorization for Certain H–4 Dependent Spouses which will help a lot of H4 spouses to contribute to the US Economy. Currently, it takes decades for the main applicant to get a green card and the spouses have to wait this long before seeking employment. During this period, their skills start becoming outdated and they struggle to compete in the job market. This authorization will help them work and contribute from the beginning of the Green Card process itself. 

Hope to see this change in the coming few months. ",0,0,2014-05-15T00:00:00-04:00
"It will help all skillful H4 visa holder to contribute into country's economy. As we already allow spouse of L visa holder to work, I don't see any reason why we restrict H4 visa holder to work. I strongly believe that it will help to attract more talent from different countries if this rule become reality.   ",0,0,2014-07-14T00:00:00-04:00
"I fully and wholeheartedly support the proposed rule on provisioning employment authorizations for a H-4 dependent spouse. I, myself, fall in the said category (H4 Visa) and have a Master's degree from a highly recognized university in the United States, which is obsolete to me due to the work restrictions imposed on me by the dependent visa category. I believe that by the introduction of this legislation, a high-skilled and educated spouse of a H1-B visa holder can equally contribute to not only the financial burden of the family as they await the transition from a non-immigrant status to that of a lawful permanent resident, but to the overall American economy by boosting the population of educated, skilled workers in the country's workforce that contribute to the overall success and profitability of the various public and private sectors that would be willing to employ them with the availability of the Employment Authorization. Without the employment authorization, I am left to either waste away a perfectly good education or apply for a H-1B visa myself. If a majority of the given percentage of skilled and educated H-4 visa holders (a high percentage, from personal interactions with other H-4 visa holders), tried and succeeded to obtain a H-1B visa, this would potentially drastically reduce the number of H-1B visas available to other potential high-skilled workers which could have otherwise been allotted to them. Additionally, as the rule itself proposes, the employment authorization for H-4 spouses will serve to act as a highly attractive incentive for additional foreign skilled workers to consider a permanent residency in the United States. With the current work-related restrictions on H-4 visa holders, the chances of such an individual obtaining employment using illegal or unauthorized means are multifold which is an unwanted and an unfortunate circumstance, and one that can be completely eliminated with the availability of this authorization. Therefore, I state again, this proposed rule should be approved and executed into action as soon as possible.",0,0,2014-07-14T00:00:00-04:00
"I sincerely need some clarifications before implementing this rule and I am really looking forward to it if these questions are answered.. It will be illogical if one of my team member leaves company (after getting out of status) just because his/her spouse lost the job. So do I need to do the background check of his/her spouse too before hiring? So should I be asking spouse's client letter to be a proof in the background check? How would I be notified in advance once he/she is in out of status due to above reason? Why can't both the spouses apply for an EAD after 6 years of H1B completion and if their I-140 is already approved while they are waiting for I-485 dates to be current so that one can avoid these circular references? 

",0,0,2014-06-27T00:00:00-04:00
"I think this will be a positive step towards society and women. Today US respects women in every area but in the process of forming rules for H1b, US forget to gauge the mental stability of h4 visa holders who are mostly women.

We in US talk about giving emporwerment  to women, spend millions on dollars world wide to aid women for there better physical and mental health. But we completely forgot about a small percent of women who are highly educated and took courage to leave there home country to marry H1B visa holders who are helping US economy grow. 

These H1B folks didn't come to US to make money but to lead a better life and a better life starts will motivated and Happy spouse and ends with depression. 

Lets take a small example, what happens when your driving license is revoked suddenly without any reason, will you feel handicapped?? A US based doctor's is not allowed to practice in Asia because his partner wants to move back to her home country and he doesn't have right visa? On the same lines women who were working in there home country for may be US companies are suddenly told that they are not eligible to work in US because they are on H4 makes them feel handicapped, it torcheres them daily and US makes them admit mentally that they are useless and whatever they studied for 20 years is waste.

US should answer how can a person with such a mental setback lead a happy life?

There are people in US who say this is a threat to no. of jobs available to US citizens. In my view private employers hire people who clear interviews and are right fit. They will keep the position open but will not hire under qualified people. So the question to US folks who think this is threat is are you trying hard to get a job, if you are well qualified then no one is stopping you from getting a job. Changing H4 rules doesn't hamper you chances, but does a social good to women. And even if you feel these women can increase some competition in job hunting then its a healthy competition.

If US ignore this change for long then someday they will loose valuable H1b folks or with society of H1B families with majority of demotivated women which will have long lasting negative effect on future generations.  




 




",0,0,2014-06-18T00:00:00-04:00
I am a US citizen and I support this rule. I run business hiring these people on H1B visa just becuase I am unable to get the same type of talents locally.  Therefore it is a misunderstanding that the H1B will take away the US citizen's jobs. As far as I know 95% of the H4 spouses do have master degree.  ,0,0,2014-07-08T00:00:00-04:00
I am H1B visa holder and my wife who has been on a H4 visa for the past 3 years has been unable to seek employment in the US despite her educational background which is similar to mine. This proposed rule will allow her to gain employment and make use of her educational skills.,0,0,2014-05-15T00:00:00-04:00
"I totally support this new proposal of allowing H-4 dependents to work. Every individual is same in regards to eligibility to work. If other visa dependents (L-2,J-2) can work, then the rule should be equal for everyone. By passing this bill, highly educated people will contribute to the US economy by paying taxes.
 
We all know that the USA has always welcomed immigrants from different parts of the world. If this rule will approve, it will give work permit to the spouses of individuals who already have approved I-140. Most of them are highly educated and sitting home wasting their knowledge. I will give my example to explain. I came on H-4 visa with my husband and have Masters degree in Microbiology but, I cannot work due to the law. Sometimes it is very frustrating to sit at home despite of having degree. 

Therefore, I am completely in favor of this bill and waiting eagerly for its approval.",0,0,2014-07-10T00:00:00-04:00
This is a step in the right direction for several highly skilled immigrant worker's spouses. Several of them are great professionals themselves. This will also free up new H1B requests every year.,0,0,2014-05-28T00:00:00-04:00
"I am thrilled that this is finally being considered seriously. I moved to the US on an H4 visa with a Master's degree from India. Inspite of being very well educated, I had to go back to school so I could get an F1 visa which would allow me to start a part time job along with studies. Today, I work in a big multi national company, and I don't think enrolling in a US school had anything to do with it. All that mattered was having a visa that allowed me to work. The United States is missing out on a huge talent base by not allowing H4 dependents to work. ",0,0,2014-07-14T00:00:00-04:00
"I strongly support this idea as it will relieve the economic burden of H1B holder's family and greatly improve the attractiveness of U.S. job offer.  Nowadays, we can see U.S. job offers are becoming less attractive than a few years ago. Without world-class talents, America will lose the competitve edge to other countries eventually.",0,0,2014-05-15T00:00:00-04:00
"Significant number of individuals holding H-4 visa are talented, well educated and can certainly help US economy. Providing them with employment authorization will bring them in the US work-force. It will help keep the jobs in the US, encourage new businesses and job growth and help US economy.

Legal resident alien working in US is much better than shipping the jobs off-shore. The H-4 resident alien will earn in US, pay taxes, spend money in the US. Thus most of the money still stays in US.

I support this step of proving employment authorization to certain H-4 dependents.",0,0,2014-07-01T00:00:00-04:00
"I support this rule 100%. But DHS should be more specific in giving work authorization to all H4 visa holders. It is fair to give Math/Science/Engineering test/exams to h4 visa holders just to make sure who is qualified enough. Let us be honest with this one, not all H4 spouses are qualified for this rule if being passed..so good luck to all.",0,0,2014-05-22T00:00:00-04:00
This is big step forward to provide equality to h1 b tax payers whose spouses are denied opportunity to work equally as others on  L1 and  other residents. It is known that companies do end up exploiting the H1 B guys because they are stuck with 1 employment hence no backup for job loss or changing jobs.,0,0,2014-06-02T00:00:00-04:00
"Providing EAD to H4 visa candidates will not only benefit people on H4 visa but it will definitely help improve US Economy as well because of many reasons:

1) From my experience, I've seen that the high-skilled labor job openings remain unfilled for a very long time and finally dissolve due to lack of the required credentialed and experienced candidate. This stops US Companies and the non-profit sector (hospitals, universities, research organizations etc.) from flourishing thereby downgrading US Economy and stops the creation of new jobs for American citizens.

2) Providing EAD to H4 visa gives these families the financial freedom to help them purchase houses, cars and other commodities in America which will boost US housing market, automobile industry and other US companies. 

3) Most people on H4 visa are highly educated (Bachelors, Masters, PhDs, Physicians, Engineers, MBA etc.) with degrees from STEM background i.e. Science, Technology, Engineering, Math, Business, Medicine and Life Sciences. They can be great asset to US companies and thus help improve US Economy. These individuals can also help create further jobs by starting new business/companies and through entrepreneurship.

Hence please pass this rule (EAD for H4 visa) asap. It has been held back for a very long time! Thanks!



",0,0,2014-07-10T00:00:00-04:00
"This rule is a first step in the right direction. I would suggest that work authorization be extended to all H-1B dependents (H-4 status holders), instead of a subset of spouses in H-4 status; and it be made incident to status.

Depending upon when the employer chooses to start the process, the labor certification (PERM) and I-140 approval usually takes a few years and the non-availability of work authorization during this time frame forces a break in the career of a H-4 status holder (unless they change to a work authorized status). The benefit of providing immediate work authorization to all H-1B dependents is that it would minimize this break to the (H-4) spouse's professional career, thereby reducing the adverse impact of even a temporary relocation to US. Inherently it makes US more attractive by enticing H-1B status holders (or potential H-1B beneficiaries) to consider working in the US, both, long-term and short-term, not only for themselves but for their spouses as well. While H-1B is usually valid up to six years, the financial security from having two working spouses would incentivize H-1B status holders to stay in the US longer by considering LPR status. The potential benefit to the employer of the H-1B principal is that the H-1B principal is likely to stay in their employ longer.

The regulation should be implemented by making the work authorization 'incident to status' as is done for work authorized visas. The paperwork reductions from this type of implementation are enormous. It would also save H-4 dependents, both, time and money because they would no longer need to formally apply for work authorization or any extensions thereof. Nor would their employers have to worry about annotating the I-9 forms everytime a new EAD is obtained. Perhaps, the implementation might be as simple as tweaking the E-Verify system but no one-time major or recurring costs would occur to USCIS. (The current regulations has USCIS processing numerous I-765 forms.)

Now the only concern would be that this change would extend work authorization to children of H-1B status holders, which goes beyond the original intent of the regulation; but this would not be a major issue. In order to be considered dependents, the children of H-1B status holders would have to be below a certain (presumably 18 or 21 years) age and generally at this age the children would either be in high school or in college. So even though the benefit of work authorization is available to the H-1B dependent children, the number of such children availing of this benefit is likely to be minimal.

Thus by expanding the pool of beneficiaries, this regulation would still continue targeting spouses in H-4 status, without the unintended effect of excessive participation from other H-4 (non-spouse) dependents. In addition, the above changes would also make the US attractive also to those H-1B principals who have relocated temporarily (i.e., for a period up to six years) to US by providing immediate career options to their spouses. The benefit to the US economy is that it would retain highly-skilled workers longer by providing career options to all H-1B spouses.",0,0,2014-05-16T00:00:00-04:00
"Hi I am MBA in IT and BSc (computer science) Having 7 years of IT experience. it includes working for most prestigious clients  like AT&T and Microsoft.I came here in 2013 on h4 visa with calculated risk of applying h1 and resume working.Alas it was not picked in lottery.Again tried this year and hate to be driven by chance.I left my hard earned job and not using extremely hard earned qualification because I took a risk and my fate was not in favor.
I think this step is too much welcoming to allow h4 for EAD it will make them useful and contributing directly in US economy.They anyways are using local resources benefitted by US policies so why not make them. Actually useful.But I think policy should be open for all H4 .I know its big WHY????Two arguments I have for this :

1.The filter you are applying as per rule is subset of dependents who have spent here significant time waiting anything similar to happen.People who just reached here having hot skill set having hands on have to wait years to get into that filter and might loose the edge.Will it not be better if people with fresh degrees and current skill set start contributing immediately.
2.lets take a scenario in case if I want to work and my H1 Doesn't happen. I don't intend to stay here forever but just to get my working status done we might think of applying I-140.Because we aren't left with any other option.

Getting me working status makes me direct contributor in economy.Give my self esteem back to me make my stay here more meaningful instead merely waiting for long paper work or getting project over so that we can go back our home country



",0,0,2014-05-13T00:00:00-04:00
This is a great move towards allowing skilled professionals to work without too much visa restriction.,0,0,2014-05-22T00:00:00-04:00
"DHS/USCIS

This rule would not even have to be drafted if the legal immigration system was not broken. Unfortunately, most cannot fixed without Congress. If H1Bs and their families of certain countries did not have to wait 15-20 for their GCs, 

 SSN# to all H4 dependents who is authorized to work based on EAD. -This action will provide identity and self-esteem to open bank account, get credit cards to spend, get drivers license which will empower women/man to be independent and not ""dependent"".      

EADs are only given to spouses of H1B whose companies have applied to H4s who really want to pursue their work which they probably did in India other than IT -AND IN  INTERIOR ,FASHIONDESIGNING AND NURSING .Pls pass the rule for the benefit of   H4 visa holders",0,0,2014-05-22T00:00:00-04:00
I highly support the proposed rule to be approved in the near future as many families with H1B visa are struggling economically and spiritually due to single income and the stay-home H4 could be in a panic status for many years as the right to work is deprived. Many families are considering moving to other countries that are more receptive to their education and precious experience.,0,0,2014-05-22T00:00:00-04:00
"I strongly support this rule be passed ASAP. This really helps several individuals who are at the mercy of their green card priority date becoming current some day in order to be able to even hope to apply for a job. At which point, they have already lost a considerable period of their life in which they could have helped to contribute positively to this economy.

In addition to this, I highly recommend that the DHS prioritizes/considers giving EADs to H4 spouses with advanced degrees from US institutions. This will help America to retain highly skilled individuals, trained here in the US institutions.

I can completely understand the stress and loss of self-confidence for the H4 individuals who have to just sit at home and do nothing with their life in spite of being very well qualified to apply and get professional jobs and eventually make a difference to American economy. 

It is sad how certain individuals with minimum knowledge of immigration system misinterpret this for granting work authorization to illegal immigrants. H4 is very much a legal immigration status. This rule does not allow free jobs for all H4s. It only allows EADs to certain individuals who are already through up to a certain stage in the green card process, who would eventually get their EAD and green card anyway, it is only a matter of not losing their valuable years of their life waiting for the priority date to become current. Additionally, EAD does not guarantee a job. It only makes individuals eligible for applying for a job. This should actually be a fundamental right of every individual regardless of the country/region that they are in.

Being afraid of some potential competition is a sign of weakness, and a healthy competition only makes an economy stronger, and any country stay ahead to make a difference in the long run. Please pass this rule asap.",0,0,2014-06-24T00:00:00-04:00
